Movie Title,Description,Genre,Cast,Studios
Gladiator II,Years after witnessing the death of the revered hero Maximus at the hands of his uncle Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake Lucius must look to his past to find strength and honor to return the glory of Rome to its people.,Drama Action Adventure,Paul Mescal Denzel Washington Pedro Pascal Connie Nielsen Joseph Quinn Fred Hechinger Lior Raz Derek Jacobi Peter Mensah Matt Lucas Alexander Karim Yuval Gonen Richard McCabe Tim McInnerny Alec Utgoff Rory McCann Yann Gael Riana Duce Alfie Tempest Amira Ghazalla Abdelmoula Ait Sidi Lhassan Mouaiz El Outmany Brahim Assagour Alexander Simkin Richard Katz David Ganly Anton Saliba Amal Ayouch Hadrian Howard Chidi Ajufo Lee Charles Christopher Edward Hallaways Chi Lewis-Parry Ángel Gómez De La Torre Brahim Ait Ben Azzouz Maxime Rauf Ruijselaar Sana El Baghdady Nadia El Masnaoui Nisrine Machat Maud Oulhen Estelle Courret Line Ancel Sixtine Gignoux Igor Badnjar Romi Debart Arnaud Préchac Tom Moutchi Dean Fagan May Calamawy,Paramount Pictures Scott Free Productions Lucy Fisher/Douglas Wick Productions
No Other Land,This film made by a Palestinian-Israeli collective shows the destruction of the occupied West Banks Masafer Yatta by Israeli soldiers and the alliance which develops between the Palestinian activist Basel and Israeli journalist Yuval.,Documentary,Basel Adra Yuval Abraham Farisa Abu Aram Nasser Adra Harun Abu Aram Kifah Adara,Yabayay Media Antipode Films
Black Box Diaries,Journalist Shiori Ito embarks on a courageous investigation of her own sexual assault in an improbable attempt to prosecute her high-profile offender. Her quest becomes a landmark case in Japan exposing the countrys outdated judicial and societal systems.,Documentary,Shiori Ito Noriyuki Yamaguchi Shinzo Abe,STAR SANDS Hanashi Films Cineric Creative Spark Features
Porcelain War,Under roaring fighter jets and missile strikes Ukrainian artists Slava Anya and Andrey choose to stay behind and fight contending with the soldiers they have become. Defiantly finding beauty amid destruction they show that although its easy to make people afraid its hard to destroy their passion for living.,Documentary,Slava Leontyev Anya Stasenko Andrey Stefanov,Imaginary Lane Songbird Studios Bobs Your Uncle Far Star Media Sobrato Philanthropies Cayton Goldrich Family Foundation
Soundtrack to a Coup d'Etat,Jazz and decolonization are intertwined in a powerful narrative that recounts one of the tensest episodes of the Cold War. In 1960 the UN became the stage for a political earthquake as the struggle for independence in the Congo put the world on high alert. The newly independent nation faced its first coup détat orchestrated by Western forces and Belgium which were reluctant to relinquish control over their resource-rich former colony. The US tried to divert attention by sending jazz ambassador Louis Armstrong to the African continent. In 1961 Congolese leader Patrice Lumumba was brutally assassinated silencing a key voice in the fight against colonialism; his death was facilitated by Belgian and CIA operatives. Musicians Abbey Lincoln and Max Roach took action denouncing imperialism and structural racism. Soviet Premier Nikita Khrushchev intensified his criticism of the US highlighting the racial barriers that characterized American society.,Documentary Music History,Patrice Lumumba Louis Armstrong Nikita Khrushchev Dizzy Gillespie Andrée Blouin Abbey Lincoln Max Roach Malcolm X Nina Simone John Coltrane Duke Ellington Miriam Makeba Conor Cruise OBrien Dwight D. Eisenhower René Magritte Allen Dulles In Koli Jean Bofane Gamal Abdel Nasser Fidel Castro,Onomatopee Films Warboys Films Zap-O-Matik ZKM Karlsruhe BALDR RTBF VRT
Sugarcane,An investigation into abuse and missing children at an Indian residential school in Canada ignites a reckoning on the nearby Sugarcane Reserve.,Documentary,Julian Brave NoiseCat Willie Sellars Charlene Belleau Ed Archie Noisecat Chief Willie Sellars,Impact Partners Fit Via Vi Kassie Films Hedgehog Films
The Only Girl in the Orchestra,Trailblazing double bassist Orin OBrien never wanted the spotlight but when Leonard Bernstein hired her in 1966 as the first female musician in the New York Philarmonic it was inevitable that she would become the focus of much interest and fascination. Now 87 years old and recently retired Orin looks back on her remarkable life and career insisting that a fuss should not be made much preferring to play a supporting role to the family students friends and colleagues that surround her.,Documentary Music,Orin OBrien Molly OBrien George OBrien Marguerite Churchill Leonard Bernstein,New York Philharmonic Mobworks LFR INDUSTRIES
Death by Numbers,Four years after being shot with an AR-15 during the Parkland school shooting on February 14 2018 Samantha Fuentes reckons with existential questions of hatred and justice as she prepares to confront her shooter.,Documentary,Samantha Fuentes Charles Scott Nicholas Masters Nikolas Cruz,Cuomo Cole Productions The Kennedy/Marshall Company K.A. Snyder Productions World of HA Productions Foothill Productions
"I Am Ready, Warden",In the days leading up to his execution Texas death row prisoner John Henry Ramirez seeks redemption from his victims son; an elegy about the death penalty where a prisoner seeks forgiveness.,Documentary,John Henry Ramirez Aaron Castro Jan Trujillo Mark Gonzalez,Meralta Films MTV Documentary Films
Incident,Chicago 2018. A man is killed by police on the street. Through a composite montage of images from surveillance and security footage as well as police body-cams Incident recreates the event and its consequences featuring vain justifications altercations and attempts to avoid blame. Bill Morrison delivers a chilling political investigation in search of the truth.,Documentary,,Hypnotic Pictures Invisible Institute
Instruments of a Beating Heart,First graders in a Tokyo public elementary school are presented with a challenge for the final semester: performing Ode to Joy at the ceremony for the new incoming first graders. Ayame who often struggles to keep up with the group is determined to play a major part — the big drum.,Documentary Music,,Cineric Creative NHK The New York Times
The Girl with the Needle,Struggling to survive in post-WWI Copenhagen a newly unemployed and pregnant young woman is taken in by a charismatic elder to help run an underground adoption agency. The two form an unexpected bond until a sudden discovery changes everything.,Drama History,Vic Carmen Sonne Trine Dyrholm Besir Zeciri Joachim Fjelstrup Tessa Hoder Ava Knox Martin Ari Alexander Søren Sætter-Lassen Magnus von Horn Anna Terpiłowska Dan Jakobsen Anna Tulestedt Benedikte Hansen Monika Kępka Maciej Berezowski Nela Łapka Robert Trempski Slawomir Macias Gabriel Zubowski Agnieszka Przyborowska-Mitrosz Peter Sand Magnussen Lars Ulrich Larsson Thomas Kirk Per Thiim Thim Peter Secher Schmidt Cordelia Majgaard Tommy Wurtz Petersen Liv Vilde Christensen Lizzielou Corfixen Petrine Agger Ragnhild Kaasgaard Clara Kokseby Tone Suvi Ellegaard Ebbe Jakob Højlev Jørgensen Jonas Mikkelsen Hector Engelbrecht Torsten Sonne Birgitte Marianne Krogh Lasse Haastrup Anders Hove Helle Marianne Sommer,Lava Films Nordisk Film Sweden EC1 Łódź Film i Väst Creative Alliance Dolnośląskie Centrum Filmowe
The Seed of the Sacred Fig,Investigating judge Iman grapples with paranoia amid political unrest in Tehran. When his gun vanishes he suspects his wife and daughters imposing draconian measures that strain family ties as societal rules crumble.,Crime Drama Thriller,Misagh Zare Soheila Golestani Mahsa Rostami Setareh Maleki Niousha Akhshi Reza Akhlaghirad Shiva Ordooie Amineh Mazrouie Arani Mohammad Kamal Alavi Parisa Mohyedini Barat Azimi,Parallel 45 Run Way Pictures ARTE France Cinéma
A Different Man,Aspiring actor Edward undergoes a radical medical procedure to drastically transform his appearance. But his new dream face quickly turns into a nightmare as he loses out on the role he was born to play and becomes obsessed with reclaiming what was lost.,Comedy Drama,Sebastian Stan Renate Reinsve Adam Pearson Miles G. Jackson Patrick Wang Neal Davidson Jed Rapfogel Marc Geller James Foster Jr. JJ McGlone Sergio Delavicci Lawrence Arancio Billy Griffith John Klacsmann Cosmo Bjorkenheim John Keating C. Mason Wells Corey Taylor Danielle Burgos Sammy Mena Jon Dieringer Malachi Weir David Joseph Regelmann Nina White Dena Winter Peter D. Straus Cameron Steinfeld Marley Ficalora Cornelius Horgan Doug Barron Stephee Bonifacio Allan Anthony Smith Trenton Hudson Sean Berman Annelise Ogaard Juney Smith Lucy Kaminsky Owen Kline Jarvis Tomdio Ethan Lusk Karoline Liana Runcie Bruce Kitzmeyer Martin Ewens Caroline Golum Eleanore Pienta Hanna Edizel Charlie Korsmo Michael Shannon Christopher Spurrier Katie Takahashi Vanessa McDonnell Rory McGuire Alison Midstokke John Hewson Chrissie Riedhofer Mikaela Moody Emma Easton Aaron Schimberg,A24 Killer Films Grand Motel Films
Nickel Boys,Chronicles the powerful friendship between two young Black teenagers navigating the harrowing trials of reform school together in Florida.,Drama,Ethan Herisse Brandon Wilson Aunjanue Ellis-Taylor Hamish Linklater Gralen Bryant Banks Fred Hechinger Jimmie Fails Luke Tennie Bryan Gael Guzman Ethan Cole Sharp Daveed Diggs Sam Malone Najah Bradley Jase Stidwell Legacy Jones Kydruis Follins Gabrielle Simone Johnson Peter Gabb Bill Martin Williams Ellison Booker Taraja Ramsess Zachary Van Zandt Zach Primo Sean Papajohn Sean Tyrik Bryant Tardy Trey Perkins Robert Aberdeen Escalante Lundy Noah Craig JaQuan Monroe-Henderson Mike Harkins Nicholas Stevens Rachel Whitman Groves Billy Slaughter Lucy Faust Tanyell Waivers Craig Tate Sara Osi Scott LeBaron Foster Thornton Bash Luks,Orion Pictures Plan B Entertainment Louverture Films Anonymous Content
I'm Not a Robot,A music producer spirals into an existential crisis after repeatedly failing a CAPTCHA test-leading her to question whether she might actually be a robot.,Thriller Fantasy Science Fiction Drama Comedy,Ellen Parren Henry van Loon Thekla Reuten Juliette van Ardenne Asma El Mouden Sophie Höppener Joep Vermolen Sieger Sloot,OAK Motion Pictures Y-house Films FLOW Postproduction
A Lien,On the day of their green card interview a young couple confronts a dangerous immigration process.,Drama,Victoria Ratermanis William Martinez Koralyn Rivera Jennifer Bergum Mike Aquilino Lauren Lattimore Scott Broughton Stephen T. Shore Tyler Joseph Wendy Susan Hammer Max Gordon Vince Fazio Amsale Lake Sydney Afriyie Francois Bessing Leilani Cartledge David Castano Jayandra Chiluwal Maggie Connick Caleigh Evan Duboff David Ranan Ellner Calliope George Roger Hervas Sink Lindsay Sophia Loesner Nate Lyles Mark Mangan Travis John Martin,Lefty Films
Anuja,When a brilliant nine-year-old working in a sweatshop gets a chance to attend school she must make a difficult choice for her and her sisters future.,Drama,Sajda Pathan Ananya Shanbhag Nagesh Bhonsle Gulshan Walia Sushil Parwana Sunita Bhadauria Rudolpho Rajeev Hubert Jugal Kishore Pankaj Gupta,Shine Global Graves Films Krushan Naik Films
The Last Ranger,When young Litha is introduced to the magic of a game reserve by the last remaining ranger they are ambushed by poachers. In the ensuing battle to save the rhinos Litha discovers a terrible secret.,Drama,Liyabona Mroqoza Avumile Qongqo David S. Lee Makhaola Ndebele Kamogelo Ndawo Waldemar Schultz Sikhumbuzo Sibisis Nompumelo Vanqa,Jotola Productions Six Feet Films Star Films S.A. The Bingeable Network
The Man Who Could Not Remain Silent,1993. A passenger train from Belgrade to Bar is stopped by paramilitary forces in an ethnic cleansing operation. As they haul off innocent civilians only one man dares to stand up to them. This is the true story of a man who could not remain silent.,History Drama,Goran Bogdan Dragan Mićanović Silvio Mumelaš Alexis Manenti Lara Nekic Priska Ugrina Dušan Gojić Nebojša Pop-Tasić Martin Kuhar Jakov Zovko Mijo Pavelko Robert Ugrina Damir Markovina Antonio Nuić,Antitalent Contrast Films Les Films Norfolk Studio Virc
Alien: Romulus,While scavenging the deep ends of a derelict space station a group of young space colonizers come face to face with the most terrifying life form in the universe.,Science Fiction Horror,Cailee Spaeny David Jonsson Archie Renaux Isabela Merced Spike Fearn Aileen Wu Rosie Ede Soma Simon Bence Okeke Viktor Orizu Robert Bobroczkyi Trevor Newlin Annemarie Griggs Daniel Betts,20th Century Studios Scott Free Productions Brandywine Productions
Better Man,Follow Robbie Williams journey from childhood to being the youngest member of chart-topping boyband Take That through to his unparalleled achievements as a record-breaking solo artist – all the while confronting the challenges that stratospheric fame and success can bring.,Music Drama,Robbie Williams Jonno Davies Steve Pemberton Alison Steadman Kate Mulvany Frazer Hadfield Damon Herriman Raechelle Banno Tom Budge Jake Simmance Liam Head Chase Vollenweider Jesse Hyde Anthony Hayes John Waters Leo Harvey-Elledge Chris Gun Carter J. Murphy Asmara Feik Rafferty Gleeson Leatham Blisand Jasper Hall Molly Gleeson Romley Gurr John Lloyd Fillingham Rose Flanagan Jessica Lu Patrick Harvey Dailin Gabrielle Dalip Sondhi Brigid Zengeni Milijana Cancar Karina Banno Sandra Githinji Elyssia Koulouris David Woods Nick Nicolas Michelle Brasier Jack McMinn Sophia Elliff Campbell Maccorquodale John OMay Joe Ruberto Yvonne Fix Sharon Heywood Vicky Jacobs Wil King Ned Zaina David Wood Aaron Lynch Jack Stratton-Smith Teon Haywood Laurence Boxhall Clarisse Bonello Paul Esmonde Nadya Nepomnyashaya Tami Achebe Jayden Ayodele Lewis Duffield Steven Elliot Adil Akram Hannan Ahmed Perry Warner Sanjay Batra Ellie Dickens Oliver Wheeler Mark Lee Bella Merrington Ivy Tucker Thalía Dudek Clare Chihambakwe Paul Warwick Daisy Bishop Emma Johnson Jade Carr Lizzie Kelly Jonty Reason Spencer Susser Kasia Grabowski Mia Harangozó Jordan Holtam Gaby Seow Annelise Buttress Jessica Duncan Madison Gaze Emma Monaco Ben Hall Ross Sands Oliver Gebhardt Noam Phillips Tricia Hennessy Luke Travers Liam Baptista Cully Barnacle Emily Bedford Cassius Cole Yves Cole Olivia Gurr Goldie Harris-Currie Audrey Kambouris Namitha Nair Jasper McDonald Parsons Darcy Montana Sterling-Cox Sebastian Sero Liam Smith Charlotte Anderson Oliver Andrews Tyrone Anthony Jorge Antonio Chris Arias Simon Ata Fatou Bah Chantal Bala Charlotte Bazeley Olivia Beckford Jamie Bell Darren Bennett Philip Birchall Courtenay Brady Amira Walters-Byrne Beth Cain Patrick Cain Samuel Baxter Dani Cash Cece Megan Charles Tendai Chitate Vicky Clarke Elise Clinton Brie Cohen Katie Collins Armando Cruz Yves Cueni Che Barrett-Davis Idney DeAlmeida Robin Dobler Kieran Donovan Harrison Dowzell Lauren Drago Joy Duckrell Erin Dusek Jo Dyce Carly Mercedes Dyer David Eap Austyn Farrell Mike Fellows Majella Fitzgerald Jakub Franasowicz Melissa Freire Tom Fryearson Chanelle George Darron Gifty Martha Gimson Jo Goodwin Jamie Graham Jenny Griffin Lina Gurin Jared Martyn-Hageman Ian Harris Yasmin Harrison LaShay Harvey Ryan Hayes Emily Haygarth Lisa Herbert Lili Hodge India Hope Kane Horn Renae Hughes Samantha Inge Sammi Lee Jayne Mira Jebari Matt Jordan Konnie Karachaliou Kate Kelly Kane Klendjian Josh Lay Steph Lee Jake Leigh Natalie Lennie Vicky Leung Hannah Levitt-Collins Ashley Lloyd Lamaar Manning Christie Lee Manning Fiona McDonald Lianne Lee May Molly McGibbon Mari Macleod Hena Memishi Victoria Mudima James Mulford Connor Murray Carella Mutagubya Mina Neighbour Anders Neilsen Ken Nguyen Shaun Niles Josh Nkemdilim Kelechi Nwanokwu Lucifer OShea Tom Partridge Steven Pascau Elise Pinel Neal Piron Josie Pocock Kyah Purling Luca Rainbow Nimmz Riaz Elliot Richardson Kailum Richardson Ben Ritter Alana Rixon Harry Robinson Shani Ross Carmelle Rudder Bradley Salter Hannah Sandilands Billy Sawyer Ben Scarmozzino Marty Sedgefield Brett Sewell Aaliyah Sharnell Kane Silver Fi Silverthorn Darcey Simmons Shaun Smith Oliver Smithson Emma-Louise Stansall Erica Stubbs Charlie Tatman Kim Taylor Thanh Jason Nguyen Nicky Treleaven Sophia Turner Summer Villiers Kane Walcott Nakai Warikandwa Kieran Daley Ward Randall Watson Megan Westpfel Angel Wharmby Josh Wharmby Johnny White Charlotte Wildrianne Beth Willetts Aleshia Willilams Maisie Wilson Becky Wong Devon Young Michele Zanette Jordan Elise,RocketScience Facing East Entertainment Sina Studios Lost Bandits Footloose Productions VicScreen RPW Productions Azure Centrum Partizan Films Mid-March Media
Kingdom of the Planet of the Apes,Several generations following Caesars reign apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire one young ape undertakes a harrowing journey that will cause him to question all hes known about the past and to make choices that will define a future for apes and humans alike.,Adventure Science Fiction Thriller Action Drama,Owen Teague Freya Allan Kevin Durand Peter Macon William H. Macy Eka Darville Travis Jeffery Lydia Peckham Neil Sandilands Ras-Samuel Weldaabzgi Sara Wiseman Kaden Hartcher Andy McPhee Nina Gallas Samuel Falé Dichen Lachman Virginie Laverdure Markus Hamilton Benjamin Scott Nirish Bhat Surambadka Frances Berry Peter Hayes Sheree da Costa Souleymane Diasse Olga Miller Dmitriy Miller Anastasia Miller Michael Spudic Karin Konoval Terry Notary Mitchell Roach,20th Century Studios Oddball Entertainment Jason T. Reed Productions
